id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_il_6m,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount
59192398,,24000.0,24000.0,24000.0, 36 months,  9.99%,774.3,B,B3,Assistant controller ,2 years,RENT,224900.0,Source Verified,Sep-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59192398,,debt_consolidation,Debt consolidation,300xx,GA,14.67,1.0,Mar-1993,695.0,699.0,1.0,9.0,,18.0,0.0,246997.0,60%,38.0,f,10192.38,10192.38,17034.6,17034.6,13807.62,3226.98,0.0,0.0,0.0,Jul-2017,774.3,Aug-2017,Jul-2017,694.0,690.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,816202.0,,,,,,,,,,,,296200.0,,,,5.0,48012.0,13965.0,85.8,0.0,0.0,121.0,269.0,2.0,2.0,9.0,2.0,,0.0,9.0,0.0,5.0,8.0,7.0,14.0,4.0,14.0,24.0,8.0,18.0,0.0,0.0,0.0,3.0,97.4,71.4,0.0,0.0,1025400.0,246997.0,127100.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59232430,,11400.0,11400.0,11400.0, 60 months, 13.99%,265.2,C,C4,Supervisor ,10+ years,RENT,49500.0,Verified,Sep-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59232430,,debt_consolidation,Debt consolidation,902xx,CA,33.54,1.0,Apr-2001,665.0,669.0,1.0,7.0,,10.0,0.0,5956.0,53.7%,20.0,w,0.0,0.0,3682.3,3682.3,1394.56,1248.58,0.0,1039.16,187.0488,Jul-2016,265.2,,Feb-2017,594.0,590.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,57335.0,,,,,,,,,,,,11100.0,,,,5.0,6371.0,4593.0,55.4,0.0,0.0,104.0,172.0,2.0,2.0,0.0,16.0,,0.0,,0.0,3.0,4.0,5.0,7.0,7.0,7.0,13.0,4.0,10.0,0.0,0.0,0.0,3.0,90.0,20.0,0.0,0.0,71695.0,57335.0,10300.0,60595.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59272149,,19000.0,19000.0,19000.0, 60 months, 16.99%,472.1,D,D3,Driver,< 1 year,RENT,51000.0,Verified,Sep-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59272149,,debt_consolidation,Debt consolidation,156xx,PA,16.42,0.0,Sep-2008,675.0,679.0,1.0,67.0,,8.0,0.0,573.0,17.9%,9.0,f,0.0,0.0,4230.97,4230.97,1934.83,2296.14,0.0,0.0,0.0,Jun-2016,472.1,,Feb-2017,524.0,520.0,0.0,67.0,1.0,INDIVIDUAL,,,,0.0,0.0,14637.0,,,,,,,,,,,,3200.0,,,,6.0,1830.0,1827.0,23.9,0.0,0.0,83.0,25.0,9.0,9.0,0.0,9.0,,5.0,,1.0,4.0,4.0,5.0,5.0,3.0,6.0,6.0,4.0,8.0,0.0,0.0,0.0,1.0,88.9,20.0,0.0,0.0,25824.0,14637.0,2400.0,22624.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
57195199,,20000.0,20000.0,20000.0, 60 months, 16.55%,492.23,D,D2,"Manager, Customer Service",10+ years,MORTGAGE,93800.0,Not Verified,Aug-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=57195199,,debt_consolidation,Debt consolidation,870xx,NM,15.52,0.0,Nov-2000,695.0,699.0,0.0,,,14.0,0.0,30728.0,77.8%,18.0,w,14482.11,14482.11,10792.28,10792.28,5517.89,5274.39,0.0,0.0,0.0,Jul-2017,492.23,Aug-2017,Jul-2017,714.0,710.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,231463.0,,,,,,,,,,,,39500.0,,,,5.0,17805.0,3232.0,88.5,0.0,0.0,93.0,177.0,6.0,6.0,1.0,6.0,,8.0,,0.0,7.0,11.0,7.0,9.0,2.0,12.0,15.0,11.0,14.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,260409.0,57452.0,28100.0,28909.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59221873,,13200.0,13200.0,13150.0, 36 months,  8.18%,414.74,B,B1,Carpenter,5 years,MORTGAGE,60000.0,Source Verified,Sep-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59221873,,credit_card,Credit card refinancing,482xx,MI,6.76,0.0,Jul-2004,670.0,674.0,0.0,81.0,,5.0,0.0,14322.0,72.3%,18.0,f,0.0,0.0,14427.9407899,14373.29,13200.0,1227.94,0.0,0.0,0.0,Apr-2017,5528.2,,Jul-2017,784.0,780.0,0.0,81.0,1.0,INDIVIDUAL,,,,0.0,0.0,185096.0,,,,,,,,,,,,19800.0,,,,2.0,37019.0,5478.0,72.3,0.0,0.0,,133.0,10.0,10.0,1.0,10.0,85.0,2.0,81.0,2.0,3.0,3.0,4.0,16.0,0.0,4.0,17.0,3.0,5.0,0.0,0.0,0.0,1.0,92.9,75.0,0.0,0.0,201449.0,14322.0,19800.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59182403,,10000.0,10000.0,9950.0, 36 months, 15.61%,349.65,D,D1,Manager,6 years,RENT,54000.0,Not Verified,Aug-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59182403,,debt_consolidation,Debt consolidation,945xx,CA,33.37,0.0,Sep-1995,690.0,694.0,0.0,,,13.0,0.0,36001.0,78.8%,25.0,f,4448.83,4426.58,7674.96,7636.59,5551.17,2123.79,0.0,0.0,0.0,Jul-2017,349.65,Aug-2017,Jul-2017,699.0,695.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,63249.0,,,,,,,,,,,,45700.0,,,,4.0,5271.0,7493.0,82.5,0.0,0.0,235.0,239.0,4.0,4.0,0.0,4.0,,,,0.0,8.0,9.0,8.0,13.0,5.0,12.0,20.0,9.0,13.0,0.0,0.0,0.0,2.0,100.0,75.0,0.0,0.0,74158.0,63249.0,42900.0,28458.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59131641,,5000.0,5000.0,5000.0, 36 months,  6.89%,154.14,A,A3,program coordinator,8 years,RENT,41620.0,Source Verified,Aug-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59131641,,debt_consolidation,Debt consolidation,402xx,KY,4.41,0.0,Oct-2000,700.0,704.0,2.0,77.0,77.0,21.0,1.0,5370.0,48.4%,59.0,w,2067.6,2067.6,3390.98,3390.98,2932.4,458.58,0.0,0.0,0.0,Jul-2017,154.14,Aug-2017,Jul-2017,684.0,680.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,88072.0,,,,,,,,,,,,11100.0,,,,5.0,4404.0,3208.0,60.4,0.0,0.0,178.0,97.0,15.0,8.0,0.0,15.0,,1.0,,0.0,1.0,2.0,3.0,4.0,53.0,5.0,6.0,2.0,21.0,0.0,0.0,0.0,1.0,98.2,33.3,0.0,0.0,92511.0,88072.0,8100.0,81411.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59160796,,12000.0,12000.0,12000.0, 60 months, 10.99%,260.85,B,B4,,n/a,MORTGAGE,55300.0,Not Verified,Sep-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59160796,,debt_consolidation,Debt consolidation,461xx,IN,14.63,0.0,May-1991,730.0,734.0,0.0,,,10.0,0.0,10946.0,48.4%,15.0,w,8339.38,8339.38,5731.37,5731.37,3660.62,2070.75,0.0,0.0,0.0,Jul-2017,260.85,Aug-2017,Jul-2017,774.0,770.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,170741.0,,,,,,,,,,,,22600.0,,,,2.0,17074.0,5718.0,46.1,0.0,0.0,133.0,291.0,10.0,10.0,3.0,102.0,,7.0,,0.0,2.0,6.0,4.0,4.0,4.0,8.0,8.0,6.0,10.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,194755.0,21023.0,10600.0,14000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59182317,,4450.0,4450.0,4450.0, 36 months, 18.25%,161.44,E,E1,Processor,5 years,RENT,48900.0,Verified,Sep-2015,Late (16-30 days),n,https://lendingclub.com/browse/loanDetail.action?loan_id=59182317,,debt_consolidation,Debt consolidation,917xx,CA,12.97,0.0,Feb-2003,680.0,684.0,3.0,39.0,67.0,10.0,1.0,2602.0,50%,18.0,f,2150.6,2150.6,3393.96,3393.96,2299.4,1079.56,15.0,0.0,0.0,Jul-2017,176.44,Aug-2017,Jul-2017,659.0,655.0,0.0,67.0,1.0,INDIVIDUAL,,,,0.0,0.0,17749.0,,,,,,,,,,,,5200.0,,,,9.0,1775.0,1798.0,59.1,0.0,0.0,150.0,144.0,1.0,1.0,0.0,1.0,39.0,2.0,39.0,0.0,6.0,6.0,6.0,11.0,3.0,8.0,14.0,6.0,10.0,0.0,0.0,0.0,6.0,72.2,33.3,0.0,1.0,24900.0,17749.0,4400.0,18108.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59262180,,21500.0,21500.0,21500.0, 60 months, 26.77%,653.56,G,G1,teacher,10+ years,OWN,43000.0,Verified,Sep-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59262180,,debt_consolidation,Debt consolidation,811xx,CO,25.39,0.0,Feb-2000,670.0,674.0,2.0,41.0,,18.0,0.0,6115.0,52.3%,57.0,f,0.0,0.0,9723.46,9723.46,3058.53,6664.93,0.0,0.0,0.0,Dec-2016,653.56,,Jul-2017,539.0,535.0,0.0,42.0,1.0,INDIVIDUAL,,,,0.0,0.0,59043.0,,,,,,,,,,,,11700.0,,,,17.0,3280.0,1062.0,84.1,0.0,0.0,186.0,117.0,11.0,5.0,0.0,11.0,,1.0,,1.0,4.0,6.0,4.0,5.0,45.0,9.0,11.0,6.0,18.0,0.0,0.0,0.0,6.0,89.3,75.0,0.0,0.0,67677.0,59043.0,6700.0,52770.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59182453,,12000.0,12000.0,12000.0, 60 months, 15.61%,289.34,D,D1,,n/a,MORTGAGE,50000.0,Source Verified,Sep-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59182453,,debt_consolidation,Debt consolidation,674xx,KS,20.24,2.0,Jun-1972,670.0,674.0,0.0,9.0,,5.0,0.0,5341.0,51.5%,29.0,f,0.0,0.0,3207.37,3207.37,951.81,601.46,15.0,1639.1,295.038,Jan-2016,289.34,,Oct-2016,584.0,580.0,0.0,9.0,1.0,INDIVIDUAL,,,,0.0,0.0,160691.0,,,,,,,,,,,,10370.0,,,,6.0,32138.0,3659.0,59.3,0.0,0.0,147.0,518.0,1.0,1.0,5.0,1.0,70.0,0.0,70.0,2.0,1.0,1.0,2.0,9.0,11.0,3.0,13.0,1.0,5.0,0.0,0.0,1.0,2.0,86.2,50.0,0.0,0.0,172024.0,37539.0,9000.0,36929.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59221964,,3600.0,3600.0,3600.0, 36 months, 12.29%,120.08,C,C1,Asset Protection Agent,6 years,RENT,30000.0,Source Verified,Sep-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59221964,,debt_consolidation,Debt consolidation,280xx,NC,20.96,0.0,Oct-2001,675.0,679.0,0.0,30.0,,10.0,0.0,3298.0,22.4%,20.0,w,1560.35,1560.35,2664.13,2664.13,2039.65,609.48,15.0,0.0,0.0,Jul-2017,120.08,Aug-2017,Jul-2017,609.0,605.0,0.0,,1.0,INDIVIDUAL,,,,0.0,2201.0,36735.0,,,,,,,,,,,,14700.0,,,,3.0,3674.0,7729.0,28.4,0.0,0.0,166.0,45.0,2.0,1.0,0.0,2.0,30.0,1.0,30.0,0.0,3.0,5.0,4.0,4.0,13.0,7.0,7.0,5.0,10.0,0.0,0.0,0.0,3.0,90.0,25.0,0.0,0.0,51387.0,36735.0,10800.0,36687.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59152365,,22000.0,22000.0,22000.0, 36 months, 12.29%,733.77,C,C1,Vice President Business Development,1 year,OWN,150000.0,Verified,Sep-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59152365,,debt_consolidation,Debt consolidation,347xx,FL,29.94,0.0,Dec-1988,710.0,714.0,0.0,,,10.0,0.0,287246.0,97.6%,17.0,f,0.0,0.0,11725.3,11725.3,8791.03,2934.27,0.0,0.0,0.0,Jan-2017,733.77,,Jul-2017,564.0,560.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,313765.0,,,,,,,,,,,,329200.0,,,,1.0,39221.0,733.0,98.4,0.0,0.0,33.0,320.0,20.0,20.0,1.0,59.0,,13.0,,0.0,3.0,7.0,5.0,9.0,1.0,9.0,15.0,7.0,9.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,373482.0,313765.0,46500.0,44282.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
